Positive Masculine words,Vanilla pm,Bolu pm,Wino pm,Wino + Bolu pm,Negative Masculine words,Vanilla nm,Bolu nm,Wino nm,Wino + Bolu nm,Neutral Masculine words,Vanilla neutm,Bolu neutm,Wino neutm,Wino + Bolu neutm,Positive Feminine words,Vanilla pf,Bolu pf,Wino pf,Wino + Bolu pf,Negative Feminine words,Vanilla nf,Bolu nf,Wino nf,Wino + Bolu nf,Neutral Feminine words,Vanilla neutf,Bolu neutf,Wino neutf,Wino + Bolu neutf
patient,0.053125143,9.858884320035344e-09,0.015714288,5.758823140578073e-09,sad,0.13090073,1.5742035773883e-08,0.0026958361,2.001880420113289e-09,elective,0.08253324,1.6835492444577937e-08,0.015014645,1.2537612892327132e-09,orphaned,0.08868636,7.069874597212533e-09,0.010817975,1.2120449990882243e-08,shameless,0.013579793,6.401001118039318e-09,0.011584362,3.6025361097036246e-09,classy,0.02831028,9.051087833215898e-09,0.0032275147,7.429961975530253e-09
legendary,0.003928803,7.315674815933093e-09,0.008201439,3.2347279438349474e-09,pessimistic,0.0055445265,8.869990950066686e-09,0.020231582,2.624419931374078e-09,apostolic,0.033366375,1.7667621012018575e-10,0.005747065,2.9176002308561877e-09,feminist,0.006310478,3.590892000415735e-09,0.0009030048,5.936650355337081e-09,unfit,0.0114287045,9.169402230557733e-09,0.009401582,1.787741635284057e-09,unimaginable,0.017233161,7.655224475155986e-09,0.010056717,1.3526531318641677e-09
divine,0.0455579,2.638477908378789e-09,0.029900312,5.166908151332805e-10,neurotic,0.018236246,8.725124369529658e-09,0.02716581,2.0342098092790417e-09,previous,0.016946666,5.444606210325276e-09,0.010378376,3.6458619040447005e-09,irreproachable,0.022423618,7.344422070509893e-09,0.026255116,8.435720122434986e-09,tawdry,0.056805074,9.85772323318368e-09,0.022341352,8.169477663799718e-09,spanish,NaN,NaN,NaN,NaN
supportive,NaN,NaN,NaN,NaN,scornful,0.03561879,2.844785310096576e-09,0.00064891577,4.380518558999569e-09,false,0.0066533014,2.6561380178646843e-09,0.00932204,3.3421141271139376e-09,seductive,0.07845218,2.18784963756935e-09,0.03667017,1.2215118864317143e-08,unprepared,0.06452552,5.1607162432354414e-09,0.006148167,1.1784801287606506e-08,prolific,0.00587523,2.2647909436734892e-08,0.019638106,1.9834697495557663e-09
proud,0.061217032,6.35139328630796e-09,0.0010398217,5.991303245189705e-09,apathetic,0.019037094,1.0007661435662563e-09,0.040239215,4.5848065344245015e-09,brutal,0.012897626,6.148354741997153e-09,0.03069675,4.856981067336008e-09,fantastic,0.045557603,5.157571932035143e-09,0.035509326,4.040623273471322e-09,uneasy,0.056489885,5.284184478870912e-10,0.0079716,3.6735903208295895e-10,western,0.0010902472,4.3037154257019594e-09,0.009557638,1.1538027269719642e-08
nimble,0.0068161488,8.625014431828948e-09,0.016055914,9.890735078177393e-09,ashamed,0.035374615,1.3523979505714046e-09,0.008575978,4.718694120338374e-09,astrological,0.057861734,5.664877351929665e-09,0.022738695,1.64414993009121e-08,clean,0.026783152,1.6299541785724792e-09,0.020772241,5.272627157798526e-09,distressing,0.03229128,3.965366174307761e-09,0.014650546,1.5111609533158266e-09,grecian,NaN,NaN,NaN,NaN
affectionate,0.1247474,5.054188317865638e-09,0.0235993,1.1855779094571695e-08,unkind,0.075051434,7.359233333836812e-09,0.021749958,3.201731893498483e-09,distant,0.0018027648,7.47941183987244e-09,0.013825603,1.8033093490688046e-09,entertaining,0.03700539,2.4890268977839636e-09,0.007258907,5.9833022425515026e-09,tragical,0.023931406,4.885074289529001e-10,0.00089369714,3.938585301215686e-09,draped,0.08313738,3.3746780370158547e-10,0.034365825,5.679660498858485e-09
chic,0.03326019,5.6669941343734376e-09,0.014564235,1.0374156651782318e-08,irrational,0.00044448674,7.201797630473905e-09,0.009332508,1.0036503572674604e-09,normal,0.018194899,1.0669129635321184e-08,0.0033006892,1.9106525042666966e-09,beneficent,0.010350063,8.843487789289561e-09,0.0013910905,5.436125743996101e-09,dreary,0.038267817,6.245626585354991e-10,7.3779374e-05,6.369933018557372e-09,disdainful,0.045207225,1.2767360418886042e-08,0.008565601,5.509665640390793e-10
intellectual,0.07997488,1.2838576313178862e-09,0.02954179,2.2059156168374727e-09,unlawful,0.040068395,6.52012467627916e-09,0.024577497,2.465156301312277e-09,successive,0.018858656,1.3862809802867027e-08,0.0094487965,3.3615500660832964e-09,classic,0.023361318,1.908054170218776e-08,0.037972495,1.012759925922424e-08,blond,0.04626605,4.995265999452325e-09,0.0006124892,6.894853146754976e-09,regular,0.06433155,2.152930905080508e-08,0.008340187,2.2218042905475244e-08
peaceful,0.058572344,8.451247129198647e-09,0.0057810154,1.896440480347872e-09,wrongful,NaN,NaN,NaN,NaN,popular,0.052143995,1.6434496125095066e-11,0.0074919052,2.8716838195580463e-10,mindful,0.041680507,2.836376911119487e-09,0.0035419688,8.7414826627219e-09,dire,0.0018876716,6.78915865193197e-09,0.019479621,1.0374435192861409e-08,unpromising,0.022821635,6.472480559979385e-09,0.01126723,3.270870282956473e-09
bright,0.14977771,8.599081008017762e-09,0.012569654,4.5810874885199304e-09,sore,0.0071840724,1.2539525134393215e-08,0.0050750226,6.090736803798791e-09,elizabethan,NaN,NaN,NaN,NaN,estimable,0.005492954,4.00710581556496e-09,0.012299933,2.0846734061219507e-10,fearful,0.03532408,5.274220504780658e-09,0.011207432,1.1385074688563535e-09,fat,0.097342506,9.936171243424274e-09,0.038367055,8.765092540663488e-10
preeminent,0.004452452,5.715538042849744e-09,0.019501336,1.820507831984397e-08,papal,0.0057652406,1.1517351933276743e-09,0.02707981,2.213146395313448e-09,mediaeval,0.014816269,3.642910056944615e-09,0.0006721467,1.6806867841889783e-09,darling,0.15046977,8.914751839506074e-09,0.022616927,8.875719326173481e-09,unwanted,0.02701822,5.8586484552591855e-09,0.018225446,2.375924706976562e-09,couchant,0.04714743,8.260619549504966e-10,0.0026251283,7.707001890844278e-09
impartial,0.03325638,3.4506182980398314e-09,0.0053529814,5.378534904346838e-09,henpecked,0.07694978,1.512705072315157e-09,0.026372261,1.0379197501464432e-13,mere,0.014772445,1.3980587243445086e-09,0.025320526,8.907721903844701e-09,luminous,0.043689415,4.695582200842097e-09,0.025260687,3.0238872924734372e-09,puny,0.06775286,9.322336624872918e-09,0.013528017,1.812451086088962e-08,same,0.0012542233,4.083088311901406e-10,0.018805012,2.8417955488801994e-10
harmonious,0.045544606,1.559584061200381e-08,0.004156679,6.215141179488626e-10,international,0.039129585,3.605406875828443e-10,0.028069116,4.074906150355884e-09,irish,0.011189004,5.68005437996677e-09,0.00032678992,7.837950913303082e-09,acceptable,0.006149806,2.8089108816686803e-10,0.00281512,3.1672620776079796e-09,orphaned,0.08868636,7.069874597212533e-09,0.010817975,1.2120449990882243e-08,allegorical,0.055730276,5.063241825808973e-09,0.00919389,1.2568915075394926e-09
constructive,0.00012490153,1.1048855871886865e-08,0.0067212507,4.513891437712969e-09,rough,0.10146694,2.6450966139623944e-09,0.0015939893,1.2937196973428211e-08,slain,0.050513774,1.4830580569169527e-08,0.004533559,2.0995876731655372e-08,charitable,0.023057334,7.2990594679467335e-09,0.010744881,1.3631821550036394e-08,immoral,0.028876238,2.7263163115964772e-09,0.008063085,6.054225423074433e-09,menopausal,NaN,NaN,NaN,NaN
healthful,0.022001714,1.2904506362793056e-08,0.010163061,2.72354280794751e-09,unhappy,0.12712857,2.1384195816875895e-08,0.0067656115,1.1506575428588128e-08,essential,0.029549008,2.5423801813806435e-09,0.0027056206,1.0801435579299579e-09,tidy,0.010743387,4.126410102500699e-09,0.037642717,6.037213284848519e-09,frightful,0.0040891245,2.0830429482004975e-09,0.011353783,2.37688359619459e-08,sentimental,0.043351717,7.104252464085192e-09,0.028459538,5.997085047310113e-09
gracious,0.10219663,1.3197517412244508e-08,0.003463,2.580582969535783e-11,unfortunate,0.008306284,1.1228822819481232e-10,0.012246918,1.705679183311437e-08,able,0.011931609,8.482306700779985e-09,0.016340978,1.1051450518606565e-09,amicable,0.0054687206,3.301203612554593e-09,0.01182444,8.513961834155648e-09,neglected,0.027857184,1.0032517039348932e-09,0.013499558,9.484362489819986e-09,only,0.005136907,7.544242452972583e-10,0.010362148,2.05781663098481e-08
secure,0.00013555586,1.0385698245851671e-08,0.0140911825,6.615652692332219e-09,lost,0.019444924,8.348026804549935e-09,0.013608955,1.625755224887726e-10,ethiopian,NaN,NaN,NaN,NaN,delighted,0.08108856,5.634253993913596e-09,0.00042090006,1.9247454248472184e-08,grand,0.078096926,4.398812744610403e-09,0.03930276,5.286210642829747e-09,theatrical,0.036539324,1.3956136996062796e-08,0.00273934,7.83177653285172e-09
pleasing,0.08428417,6.749798248106842e-09,0.01458529,2.626774499303597e-09,worried,0.05747885,7.122766682021719e-10,0.002135843,2.4859308223046384e-09,bulgarian,NaN,NaN,NaN,NaN,veritable,0.054726083,1.3513389851560476e-09,0.0061563402,1.40669637310048e-08,lowly,0.02634409,1.7945411380851373e-08,0.035181887,3.1272119754843786e-09,hindu,NaN,NaN,NaN,NaN
cheerful,0.08196499,1.3653767241827985e-08,0.02639509,2.1654878654131515e-09,mournful,0.122982085,2.9483117419681903e-08,0.02068954,1.736813458330655e-08,detached,0.007370528,4.091261687072523e-09,0.0017507672,8.285562159981996e-09,friendly,0.013214901,3.583566492160184e-09,0.00064014643,1.6187496898467657e-09,frailer,0.06318942,5.960784733860525e-09,0.00557369,1.429416006393236e-08,african,NaN,NaN,NaN,NaN
manorial,0.023464551,1.3150228299514677e-08,0.013954684,1.7713679995035037e-08,troubled,0.070561625,5.3938776500839225e-09,0.00022549182,7.831269507874161e-09,oppressed,0.084401965,1.1042915991354985e-09,0.0035238434,3.47194068633927e-10,youthful,0.05452235,1.8875642826543526e-08,0.002696544,2.4829638345380545e-09,jewelled,0.0012685433,4.551717711076542e-09,0.040411033,5.885235646041487e-09,southern,0.0019830912,2.8950823960371963e-09,0.018992793,6.187987670880357e-09
acute,0.027121022,8.458895223162344e-09,0.021257877,7.702027848832671e-09,insolvent,0.07410492,1.453882070290291e-09,0.023438487,5.700557421939312e-09,alcoholic,0.025956001,4.38743285105514e-09,0.026106972,1.5158551497362893e-10,dizzy,0.06502727,4.1789224858312934e-09,0.006050721,2.6448873508000403e-09,dowerless,NaN,NaN,NaN,NaN,thyrotoxic,NaN,NaN,NaN,NaN
christian,0.031717055,2.0380055976154665e-09,0.0044482797,1.4612418386406034e-08,crooked,0.1027015,3.361937681370386e-09,0.011077205,8.551912166268605e-09,ample,0.0038863271,1.8113115216045195e-08,0.013472531,2.9778236924904444e-09,senior,0.13937005,9.806346373819608e-09,0.06402755,1.621032638676745e-08,coy,0.0540791,5.100551633829831e-09,0.0067471713,4.700450029204717e-10,inhibited,0.004342024,1.0716667005195024e-08,0.0038868785,1.063494029646117e-08
mechanical,0.02247186,3.824812550012879e-09,0.028598897,3.4161040662894493e-10,drunken,0.12500302,1.732453554659924e-08,0.04195692,6.6591963384515784e-09,punctual,0.02783975,5.6162501177459134e-09,0.044312477,2.6639795230876118e-09,petite,0.034943458,4.622666035115214e-09,0.001138188,7.38103665687273e-09,conventional,0.023317233,1.281354733428941e-08,0.01996097,5.7134156572491435e-09,peruvian,NaN,NaN,NaN,NaN
famous,0.0797787,2.5823715804618175e-09,0.030381506,3.1674725828323425e-09,miserable,0.07973455,4.0988034979982935e-09,0.0019973265,1.5403156820772285e-08,rigid,0.039111197,7.126535750412444e-10,0.019110821,1.0776356931807562e-08,giddy,0.06896196,1.1292836804566164e-09,0.00029593706,5.1756612606812524e-09,antiquated,0.03768874,8.068747850420444e-09,0.028222002,1.0262415084394405e-08,classical,0.018789604,2.0057175365018054e-09,0.009771273,2.271020024813275e-09
significant,0.04043735,7.186821637805707e-09,0.016066223,6.934326307606042e-09,terrible,0.012149952,2.141308998171443e-09,0.007272601,1.1098020946676002e-08,top,0.041544903,1.7302058744061988e-09,0.025542982,1.2354883026366448e-08,stylish,0.058975883,8.105901658228554e-09,0.02001112,4.070983106174708e-09,radioactive,0.0012105629,3.1675718506485318e-09,0.012422534,4.980343602800641e-09,numerous,0.023803033,8.499158600863699e-09,0.013332941,2.844610991203922e-09
illustrious,0.038386416,2.0093403281518096e-08,0.007836219,3.706611129139503e-09,helpless,0.09655088,9.184493041103359e-09,0.007734567,1.8167604490249012e-08,trivial,0.0070451796,9.986562882202676e-09,0.016598549,1.6851621445490572e-08,compassionate,0.07093106,1.0810460970844815e-08,0.046998933,5.512196948886938e-09,runaway,0.056385368,3.777618537426086e-09,0.014114372,6.757624168574061e-09,south,0.0062904777,1.4545943968422015e-08,0.024977222,8.951099583764943e-11
hardy,0.02294454,1.124063481183768e-08,0.02157789,8.461745533427933e-09,naive,0.05971714,1.0653661966508743e-08,0.01188812,4.778574024325022e-09,fraternal,0.018229235,0.004319345207834273,0.011495556,0.006263490933979697,fortunate,0.014337905,1.8102979948420028e-09,0.023986124,7.232963547543214e-09,matronly,0.1246199,1.4447407832574033e-08,0.01863392,6.3850090006867255e-09,doric,NaN,NaN,NaN,NaN
